acc = 77.32
p-CON = 65.83
r-CON = 67.31
f-CON = 66.56
p-DIR = 79.02
r-DIR = 75.87
f-DIR = 77.41
p-PLO = 94.37
r-PLO = 97.83
f-PLO = 96.07
p-UNP = 70.32
r-UNP = 68.83
f-UNP = 69.57
