time,gyrX,gyrY,gyrZ,accX,accY,accZ
0.0,-0.0817951187491417,-0.012130744755268097,-0.04990003630518913,-0.5740212202072144,-0.3314460813999176,10.03463077545166
0.02,-0.04489341378211975,-0.0028881505131721497,-0.011861988343298435,-0.927912712097168,-0.08718777447938919,10.23909854888916
0.04,0.019798481836915016,0.06542716920375824,0.04712047800421715,-1.1703323125839233,-0.3649217188358307,9.870501518249512
0.06,0.041169438511133194,0.07250529527664185,0.06463433802127838,-1.0360018014907837,-0.7286791801452637,9.876977920532227
0.08,0.03990604355931282,0.016435246914625168,0.05776744708418846,-0.8411722183227539,-1.1145719289779663,9.509395599365234
0.1,0.023373622447252274,0.0140851940959692,-0.0034938848111778498,-0.9084386825561523,-1.0606389045715332,9.051200866699219
0.12,0.027713289484381676,0.0741690993309021,-0.03955133631825447,-0.8468752503395081,-0.5547122955322266,9.068175315856934
0.14,0.009121552109718323,0.0880560651421547,-0.05468142405152321,-0.6164681911468506,0.023361897096037865,9.215044021606445
0.16,0.04088573530316353,0.05331996828317642,-0.03798632696270943,-0.4240041971206665,0.1552472859621048,9.834704399108887
0.18,0.05854024738073349,0.039336033165454865,-0.01660493202507496,-0.4867984354496002,-0.18606305122375488,10.670385360717773
0.2,0.053359255194664,0.041902173310518265,0.023745715618133545,-0.2809898555278778,-0.38824549317359924,10.615645408630371
0.22,0.05027429386973381,0.029305193573236465,0.04938521236181259,-0.23488663136959076,-0.40927860140800476,9.535685539245605
0.24,0.04698832333087921,-0.023496797308325768,0.06491720676422119,-0.081184022128582,-0.3971768021583557,9.372201919555664
0.26,-0.002049858681857586,-0.06117665767669678,0.030493659898638725,-0.1377338021993637,-0.23783627152442932,9.987778663635254
0.28,0.01325812004506588,-0.08660949021577835,-0.00730997696518898,-0.06707184761762619,0.07965626567602158,10.05594253540039
0.3,-0.008308268152177334,-0.07827629148960114,-0.03658164292573929,-0.16578172147274017,0.14185775816440582,9.337621688842773
0.32,-0.04351560026407242,-0.03269326314330101,-0.03596916049718857,-0.6351566314697266,-0.2646391987800598,9.050146102905273
0.34,-0.015464612282812595,0.05394529178738594,-0.007620625197887421,-1.0318442583084106,-0.5730581879615784,9.916227340698242
0.36,0.0062458631582558155,0.10317814350128174,0.011269173584878445,-0.8973492383956909,-0.7701802253723145,10.19648265838623
0.38,0.025393983349204063,0.0614287406206131,0.02447976917028427,-0.6534650921821594,-0.5344489812850952,9.98543930053711
0.4,0.05910058692097664,0.016953226178884506,0.03340580686926842,-0.3479250371456146,-0.4524814486503601,9.799562454223633
0.42,0.09048604965209961,0.05015695095062256,0.009189817123115063,-0.18226315081119537,-0.43656378984451294,10.14941120147705
0.44,0.07881652563810349,0.045969635248184204,0.013453536666929722,-0.19258417189121246,-0.45455941557884216,10.371038436889648
0.46,0.045899420976638794,-0.010417942889034748,0.021670876070857048,-0.39729392528533936,-0.2352345734834671,10.325403213500977
0.48,0.027404148131608963,-0.024541841819882393,0.020240377634763718,-0.6328862309455872,0.04289041459560394,9.540262222290039
0.5,0.022477278485894203,-0.04027592018246651,0.0164547860622406,-0.8510856032371521,0.1008656919002533,9.398439407348633
0.52,-0.01538383960723877,-0.07592926174402237,0.001707275165244937,-0.9577072858810425,0.28413787484169006,9.623481750488281
0.54,-0.03884704038500786,-0.06805188953876495,-0.0015221720095723867,-0.9292815923690796,0.179360032081604,9.92177963256836
0.56,-0.017395805567502975,-0.04780196025967598,-0.01441812515258789,-0.7955716848373413,-0.1265137791633606,10.271529197692871
0.58,0.020606687292456627,-0.04954021796584129,-0.019126303493976593,-0.6982343196868896,-0.2730404734611511,9.720616340637207
0.6,-0.028946727514266968,-0.04975614324212074,-0.022474605590105057,-0.6624812483787537,-0.31615230441093445,9.13219928741455
0.62,0.017042433843016624,-0.027129285037517548,-0.011272095143795013,-0.5795267224311829,-0.3571464717388153,9.388121604919434
0.64,-0.002384428633376956,0.0008457211079075933,-0.007191948127001524,-0.6201103329658508,-0.6151512265205383,10.595391273498535
0.66,0.04914206638932228,0.02047763578593731,-0.01769845560193062,-0.12607954442501068,-0.7141458988189697,10.586396217346191
0.68,0.032535847276449203,0.02589556574821472,-0.0383547879755497,0.43248113989830017,-0.7166416645050049,9.766529083251953
0.7000000000000001,0.0394035279750824,0.07480143755674362,-0.05243399366736412,0.8093814253807068,-0.5358549356460571,8.706363677978516
0.72,0.004814584739506245,0.1301908940076828,-0.086234450340271,0.8192850351333618,-0.17355653643608093,8.326345443725586
0.74,0.04410020634531975,0.16849948465824127,-0.09330925345420837,0.6085205078125,0.24371834099292755,9.02906322479248
