time,Lvel,Rvel,Lcur,Rcur
0.0,0.1699711868202255,0.1699711868202255,5.98,6.24
0.06666666666666667,0.1372399053523723,0.13936615740712735,5.19,5.32
0.13333333333333333,0.4078152719590672,0.40860180093102294,13.73,10.31
0.2,0.5536253637991858,0.5545966363672545,13.46,10.31
0.26666666666666666,0.2965687261978959,0.2954041893149199,7.29,5.32
0.3333333333333333,0.5722184687770322,0.5695184153348756,7.03,6.24
0.4,0.5828110458857862,0.5814570208870474,4.93,7.16
0.4666666666666667,0.5594137375354656,0.5588403719008205,2.3,5.71
0.5333333333333333,0.29885787767413313,0.2998213137723734,4.14,6.64
0.6,0.5747803217381361,0.5766988141337906,4.8,6.11
0.6666666666666666,0.5899658217333232,0.5881530213251295,4.4,6.76
0.7333333333333333,0.5669815400405132,0.5679255652487057,3.88,5.85
0.8,0.30979377921257395,0.31036290434278685,3.61,4.93
0.8666666666666667,0.5862483020872021,0.5904272614707158,5.45,4.53
0.9333333333333333,0.584721596873928,0.5867233825530582,9.39,3.88
1.0,0.2944751743048378,0.2923704134748487,6.37,3.22
1.0666666666666667,0.5652673517372186,0.5623744789033538,3.61,2.96
1.1333333333333333,0.5607112381962408,0.5591724080399562,2.96,4.14
1.2,0.5871391825018888,0.5855327825497633,4.27,7.55
1.2666666666666666,0.2898836186339398,0.2895041898137384,3.48,7.42
1.3333333333333333,0.5575895450437152,0.5598755288293402,2.57,5.32
1.4,0.5733912199032926,0.5735875867594238,2.43,3.48
1.4666666666666666,0.5647003657282637,0.5658591216086909,2.57,3.35
1.5333333333333332,0.30633214617198795,0.3073046291757085,2.69,2.96
1.6,0.5567492680127277,0.5530609011744286,2.69,4.14
1.6666666666666667,0.5584566758525497,0.5599846010942803,3.22,5.58
1.7333333333333334,0.572095509621571,0.5750393973211675,2.69,3.35
1.8,0.29959377255215175,0.29959377255215175,5.32,3.75
1.8666666666666667,0.604092533136675,0.6028680212451817,5.58,5.45
1.9333333333333333,0.543403313535049,0.543589793738733,7.95,7.29
2.0,0.5856311592428846,0.5904710861787762,7.69,7.16
2.0666666666666664,0.2934810942169312,0.2934810942169312,12.28,6.64
2.1333333333333333,0.5795741043743479,0.5764402126305189,6.24,4.4
2.2,0.5636440020997375,0.5626748755486719,4.4,4.8
2.2666666666666666,0.5719774153448263,0.5694422273463664,3.48,4.93
2.3333333333333335,0.28981040119454227,0.28981040119454227,2.43,5.45
2.4,0.5737230982821991,0.5768646347546548,2.3,3.88
2.466666666666667,0.559757491497732,0.5601422045503078,2.83,3.09
2.533333333333333,0.5796209289409749,0.5784315563097691,4.14,4.8
2.6,0.2896428828822685,0.29078696273565474,4.01,5.06
2.6666666666666665,0.5702752523448299,0.5718333814495972,3.88,3.09
2.7333333333333334,0.5644600821213506,0.5640735979843281,2.83,2.83
2.8,0.5779017367885457,0.5777032133475328,4.4,5.45
2.8666666666666667,0.28002817930692797,0.28039760962263627,6.11,6.11
2.933333333333333,0.5917035864101392,0.5931119254461374,6.9,6.11
3.0,0.5261171497770653,0.5264787423198675,6.11,5.32
3.0666666666666664,0.6152670358710597,0.616722550994783,5.19,3.35
3.1333333333333333,0.3149427985885674,0.31474546600799813,5.58,3.35
3.2,0.5487645591738988,0.5476400416346079,5.19,4.4
3.2666666666666666,0.5793592150429647,0.5799473969871708,5.71,4.8
3.3333333333333335,0.3153155112199557,0.31472503273452507,7.29,6.5
3.4,0.548253520248872,0.5490058406883215,6.5,6.11
3.466666666666667,0.581836315874459,0.5832030454755064,5.71,4.14
3.533333333333333,0.5907606226950095,0.5899745140819755,2.17,2.57
3.6,0.3015170319310095,0.3013186654626338,2.17,2.83
3.6666666666666665,0.5462268738280469,0.5451170325673058,2.3,2.83
3.7333333333333334,0.5906767302088767,0.5922544977687001,4.14,5.32
3.8,0.2942837663429582,0.2944768659271728,4.8,3.48
3.8666666666666667,0.5664123792673278,0.5660296682002551,3.61,4.14
3.933333333333333,0.5981550084163832,0.5957735020789591,3.88,5.32
4.0,0.5709829828264954,0.5729417580677527,2.3,4.14
4.066666666666666,0.30551859405021187,0.30802284482111525,5.98,4.01
4.133333333333333,0.5846887569739029,0.5842930285427869,6.76,3.35
4.2,0.5637436566304203,0.5631654580082353,8.73,5.85
4.266666666666667,0.5545491758746258,0.5543601035337207,7.42,4.93
4.333333333333333,0.3013047009835198,0.29992347445641787,5.85,3.75
4.4,0.5670435896678966,0.5668501254612546,3.22,4.14
4.466666666666667,0.5622027440612971,0.5622027440612971,2.96,2.69
4.533333333333333,0.5522079129487837,0.5527770038930798,4.8,4.01
4.6,0.30352263227479903,0.3037227131134772,6.37,4.66
4.666666666666667,0.5439926765895513,0.5426903685402603,7.29,6.24
4.733333333333333,0.5915330197836365,0.5921407591875238,7.16,7.29
4.8,0.5680182435675407,0.5691770703140232,4.53,4.01
4.866666666666666,0.2935649641140607,0.2945293693838178,2.43,2.69
