time,velL,velR,curL,curR
0.0,0.2948499000700032,0.2958185265485512,7.55,9.78
0.06666666666666667,0.571685359807753,0.5718805408797257,7.29,9.39
0.13333333333333333,0.5666071667858504,0.5675727550046402,5.19,6.11
0.2,0.5696680414262024,0.569474078865281,3.22,4.4
0.26666666666666666,0.30395081657479595,0.30635517372634347,2.17,2.57
0.3333333333333333,0.5573991882039683,0.5581677496492684,5.32,2.83
0.4,0.5535463080244147,0.5520542694583112,7.03,5.58
0.4666666666666667,0.5950909752533584,0.5939047473957105,5.71,4.4
0.5333333333333333,0.3000569144479212,0.29867507339454263,4.4,5.32
0.6,0.5572813898767047,0.5589723988142943,4.27,5.85
0.6666666666666666,0.5911339798983625,0.5905434364619007,3.22,3.48
0.7333333333333333,0.28760164595176585,0.28646637629669314,3.22,5.45
0.8,0.587825003789872,0.5884201691666421,3.22,5.71
0.8666666666666667,0.5817819216179095,0.5837173238854341,2.17,2.96
0.9333333333333333,0.5641155462674523,0.5646957130959757,3.48,1.78
1.0,0.3006676010382225,0.29912571590469317,2.83,2.83
1.0666666666666667,0.6033320546500378,0.6003123746968344,3.09,5.32
1.1333333333333333,0.5405710178363723,0.5409413988009741,4.4,6.24
1.2,0.5700806149407285,0.5708520366118256,4.93,6.76
1.2666666666666666,0.3175771863408838,0.31777654427330115,5.71,7.16
1.3333333333333333,0.5848562531522159,0.5828615183188182,6.5,9.26
1.4,0.5744982526130555,0.5769844301376792,3.48,7.55
1.4666666666666666,0.2959291143396266,0.2989701328556408,4.66,3.61
1.5333333333333332,0.5743882115433422,0.5706685878148747,4.53,2.69
1.6,0.5616778722749907,0.5586117358176724,2.17,5.45
1.6666666666666667,0.5778006019841166,0.5770077366640699,2.17,6.37
1.7333333333333334,0.29496262254941064,0.2967148757526745,4.14,7.42
1.8,0.5634937253675176,0.565421517790944,3.88,6.9
1.8666666666666667,0.5775208652296765,0.5779164274661351,3.22,4.01
1.9333333333333333,0.5542862024763026,0.5550426490167,4.14,4.14
2.0,0.3150545574262464,0.31485515580762213,2.17,2.83
2.0666666666666664,0.5381802525936227,0.53236512961335,2.17,4.93
2.1333333333333333,0.5624685367280778,0.5642051462754373,2.17,7.29
2.2,0.5674376948692719,0.5695819115108253,5.85,7.82
2.2666666666666666,0.29508628427636613,0.2958618067054762,6.5,6.5
2.3333333333333335,0.5669161110142513,0.5667225582279712,5.98,5.32
2.4,0.5693552524621492,0.567800698871809,3.75,4.4
2.466666666666667,0.5698591659058794,0.5694691185643969,3.22,5.58
2.533333333333333,0.29376705079929977,0.2949297172272653,4.53,6.5
2.6,0.5749856558342549,0.5747884051804524,5.32,7.55
2.6666666666666665,0.5499089235725666,0.5499089235725666,5.98,7.03
2.7333333333333334,0.5784936589661164,0.5780991866449667,5.06,6.37
2.8,0.29186792644524956,0.29263147890161384,2.57,4.27
2.8666666666666667,0.5746165270893889,0.5750101000531488,2.17,3.75
2.933333333333333,0.5733698885046016,0.574156673943373,3.35,3.88
3.0,0.555099859084809,0.5564305779250808,4.4,3.61
3.0666666666666664,0.30048671455514314,0.30088131299841975,5.06,4.27
3.1333333333333333,0.5605808509726207,0.5588524413601665,5.19,4.14
3.2,0.5614492273895622,0.5614492273895622,4.93,5.98
3.2666666666666666,0.5595891609505522,0.5592066666505178,6.37,6.5
3.3333333333333335,0.31034766360108784,0.3109585841987278,5.06,5.32
3.4,0.5605472121713928,0.5607393119699436,5.19,4.66
3.466666666666667,0.5604068493329143,0.5598316797988744,5.85,5.06
3.533333333333333,0.5697920121053566,0.5703756160781515,5.32,4.4
3.6,0.2909301111895512,0.2911207600173294,4.66,3.61
