time,Lvel,Rvel,Lcur,Rcur
0.0,0.5564060583114907,0.5565964779070798,2.3,2.83
0.06666666666666667,0.2715116345587599,0.27169037822864717,2.3,2.69
0.13333333333333333,0.6229636786125138,0.6266042363768358,2.3,3.35
0.2,0.5555789540762089,0.5542708300672841,5.85,3.75
0.26666666666666666,0.320220413954562,0.31902108656147377,2.04,2.83
0.3333333333333333,0.5815468064223948,0.581348326283684,2.17,2.57
0.4,0.5594814211674471,0.5600409025886145,0.73,2.43
0.4666666666666667,0.5851216765006046,0.5855175639677904,2.3,2.69
0.5333333333333333,0.2967964365923285,0.29640745043689953,2.17,2.69
0.6,0.5616245570880223,0.5601051129024611,2.04,2.83
0.6666666666666666,0.5943051847879091,0.5962914989081894,4.01,4.14
0.7333333333333333,0.5627907779557297,0.5627907779557297,2.04,2.83
0.8,0.28867511849320027,0.28848995164362157,2.17,2.69
0.8666666666666667,0.6223147235423669,0.6223147235423669,2.57,3.88
0.9333333333333333,0.5630308734653501,0.5632232968670812,2.17,2.83
1.0,0.3082588240139098,0.30864535545467964,2.17,2.69
1.0666666666666667,0.5773266741112253,0.5757668587134239,2.17,2.69
1.1333333333333333,0.5773060611899185,0.5775037687451205,2.3,4.27
1.2,0.5652390011675054,0.566010921961179,2.83,3.61
1.2666666666666666,0.28037005252336833,0.280001871233121,2.17,2.96
1.3333333333333333,0.597123290935278,0.597736983937267,2.17,3.35
1.4,0.5643260200842782,0.5649056086019957,2.17,2.57
1.4666666666666666,0.5558433693946295,0.5556532074482065,2.17,2.83
1.5333333333333332,0.2988968498551529,0.29830847022945384,2.17,2.83
1.6,0.5651456997808455,0.5657291261742876,2.69,4.8
1.6666666666666667,0.5639877022385547,0.564179992624589,2.69,3.22
1.7333333333333334,0.5695819115108253,0.5674376948692719,2.3,2.83
1.8,0.30303628601728627,0.3057419671424406,3.35,4.01
1.8666666666666667,0.564156501453352,0.5643531401781527,3.48,3.22
1.9333333333333333,0.5600968223085956,0.558372268288487,3.09,3.09
2.0,0.5738337039967067,0.5738337039967067,3.22,3.75
2.0666666666666664,0.2952970967284827,0.294912093994808,0.99,2.04
2.1333333333333333,0.5681442069636699,0.5675588935636386,0.73,2.04
2.2,0.5618069872828559,0.5616146534974117,2.3,2.69
2.2666666666666666,0.5830060870785451,0.5820074469842001,2.3,2.69
2.3333333333333335,0.2758726123506742,0.2758726123506742,3.22,4.8
2.4,0.6062954879330777,0.607543009513187,3.61,4.14
2.466666666666667,0.5704513931204609,0.5694775942247277,2.69,2.83
2.533333333333333,0.5505082895529094,0.5520160150977309,2.3,3.09
2.6,0.2953719926518995,0.2947932101711969,2.3,2.69
2.6666666666666665,0.5582132326799949,0.557830239038362,2.04,2.69
2.7333333333333334,0.5760553120761573,0.5750679015309463,2.17,3.35
2.8,0.5730187988152958,0.5749818642446048,3.22,3.61
2.8666666666666667,0.29354682639350577,0.29335534118385576,2.43,3.22
2.933333333333333,0.5614922610256391,0.5620697299262484,2.04,2.69
3.0,0.5620526405407633,0.5626298941941773,1.51,2.69
3.0666666666666664,0.5784866115095197,0.5770969731153651,2.17,2.69
3.1333333333333333,0.2951548936031806,0.2951548936031806,3.22,4.4
3.2,0.5712410365686649,0.5710458072328588,2.17,3.09
3.2666666666666666,0.5631047650306682,0.5625260345424558,2.17,4.14
3.3333333333333335,0.5590209430588772,0.5611290096936553,3.48,3.88
3.4,0.29420694535666797,0.2943993632411393,2.57,3.35
3.466666666666667,0.5745708589877746,0.5733914456610806,2.17,3.75
3.533333333333333,0.5607596128560982,0.5622767169828649,2.04,2.69
3.6,0.6098152079915575,0.6069722466489396,2.17,2.83
3.6666666666666665,0.292441910240077,0.29340579260738114,2.17,4.8
3.7333333333333334,0.556032951453462,0.556220483646195,2.17,3.09
3.8,0.6032257438202246,0.6020196943490747,0.0,4.01
3.8666666666666667,0.28862289746108755,0.28919329844421227,2.17,4.53
3.933333333333333,0.5686769688850821,0.5696349826466809,2.17,2.83
4.0,0.5950129721194585,0.5950129721194585,0.73,2.57
4.066666666666666,0.5636201666705056,0.5640066049061384,2.04,2.17
4.133333333333333,0.30162699302401796,0.29988683729503324,2.17,3.61
4.2,0.5817552857324915,0.5831158894745988,3.35,4.53
4.266666666666667,0.5642171500471665,0.5642171500471665,2.83,4.01
4.333333333333333,0.5921783593701446,0.5923755549610105,1.12,2.69
4.4,0.29998719836612,0.3007593661868822,1.51,2.83
4.466666666666667,0.5556445896156134,0.553743650205365,2.04,2.83
4.533333333333333,0.5773187911676383,0.5792945570511688,2.04,2.83
4.6,0.3020865895168878,0.30188771750272264,2.17,2.83
4.666666666666667,0.556936240599924,0.557317312266431,2.17,2.96
4.733333333333333,0.5731864369561408,0.5712268252058634,2.17,3.35
4.8,0.5542679767586953,0.5548376252445727,2.57,4.27
4.866666666666666,0.2967119053772511,0.2978831365826876,2.17,2.96
4.933333333333334,0.5639878653335537,0.5639878653335537,2.17,2.96
5.0,0.5642778870906683,0.5644664196289546,3.35,2.96
5.066666666666666,0.5949789914922189,0.5943782048969726,2.96,4.8
5.133333333333333,0.30854201763492106,0.30873705051585343,2.17,2.57
5.2,0.5533038229556114,0.5529173026461769,1.51,2.17
5.266666666666667,0.5658945766344442,0.5664761743493819,1.64,2.57
5.333333333333333,0.5780591114917768,0.5800428421420574,2.17,2.96
5.4,0.2897991205238043,0.28922939748214543,3.35,2.83
5.466666666666667,0.5594980960488406,0.5585397231539299,2.57,3.22
5.533333333333333,0.5538337237295177,0.5536447019808045,3.35,3.22
5.6,0.5926842045578493,0.5926842045578493,2.17,2.96
5.666666666666667,0.28488103078363075,0.28488103078363075,2.17,2.96
5.733333333333333,0.5768267136268344,0.5786101009242035,2.3,2.69
5.8,0.5732528350812526,0.5714859599046324,4.27,3.61
5.866666666666666,0.5643818753459219,0.5657325328253822,4.01,4.93
5.933333333333334,0.2954223454910283,0.29445183844276607,3.61,3.75
6.0,0.558985985980883,0.5580314334091944,2.3,3.09
6.066666666666666,0.5723912867898789,0.5721954635648396,1.91,3.88
6.133333333333333,0.5661279555582803,0.5676768692533782,2.17,3.88
6.2,0.2976872701995641,0.29749257610525437,2.04,2.83
6.266666666666667,0.5711976164976137,0.5711976164976137,0.86,2.43
6.333333333333333,0.5589095580670693,0.559100965449969,2.17,2.69
6.4,0.5730207388588747,0.5730207388588747,3.75,3.61
