acc = 83.32
p-CON = 79.00
r-CON = 71.97
f-CON = 75.32
p-DIR = 84.49
r-DIR = 89.15
f-DIR = 86.76
p-PLO = 93.62
r-PLO = 97.78
f-PLO = 95.65
p-UNP = 74.45
r-UNP = 73.41
f-UNP = 73.93
