acc = 84.04
ap = 21.21
p-CON = 83.20
r-CON = 73.55
f-CON = 78.08
p-DIR = 84.71
r-DIR = 82.14
f-DIR = 83.41
p-PLO = 92.51
r-PLO = 98.33
f-PLO = 95.33
p-UNP = 76.11
r-UNP = 82.50
f-UNP = 79.18
