acc = 79.22
p-CON = 84.85
r-CON = 77.46
f-CON = 80.99
p-DIR = 84.97
r-DIR = 62.12
f-DIR = 71.77
p-PLO = 93.68
r-PLO = 98.75
f-PLO = 96.15
p-UNP = 60.81
r-UNP = 80.36
f-UNP = 69.23
