acc = 85.20
ap = 22.84
p-CON = 89.43
r-CON = 80.11
f-CON = 84.52
p-DIR = 88.50
r-DIR = 77.27
f-DIR = 82.51
p-PLO = 94.46
r-PLO = 99.38
f-PLO = 96.85
p-UNP = 71.55
r-UNP = 85.32
f-UNP = 77.83
