acc = 81.13
ap = 22.35
p-CON = 74.44
r-CON = 69.51
f-CON = 71.89
p-DIR = 82.52
r-DIR = 83.14
f-DIR = 82.83
p-PLO = 94.99
r-PLO = 98.75
f-PLO = 96.83
p-UNP = 72.67
r-UNP = 74.40
f-UNP = 73.53
