acc = 92.06
ap = 24.95
p-CON = 96.56
r-CON = 95.83
f-CON = 96.20
p-DIR = 88.05
r-DIR = 90.72
f-DIR = 89.37
p-PLO = 98.12
r-PLO = 98.12
f-PLO = 98.12
p-UNP = 85.77
r-UNP = 83.73
f-UNP = 84.74
