acc = 82.70
p-CON = 85.05
r-CON = 73.30
f-CON = 78.74
p-DIR = 87.24
r-DIR = 77.94
f-DIR = 82.33
p-PLO = 94.81
r-PLO = 98.15
f-PLO = 96.45
p-UNP = 66.40
r-UNP = 81.15
f-UNP = 73.04
