acc = 90.74
p-CON = 95.85
r-CON = 91.86
f-CON = 93.81
p-DIR = 90.02
r-DIR = 89.52
f-DIR = 89.77
p-PLO = 96.13
r-PLO = 96.67
f-PLO = 96.40
p-UNP = 80.99
r-UNP = 84.52
f-UNP = 82.72
