acc = 89.66
ap = 24.16
p-CON = 95.63
r-CON = 91.29
f-CON = 93.41
p-DIR = 90.95
r-DIR = 83.71
f-DIR = 87.18
p-PLO = 96.09
r-PLO = 97.29
f-PLO = 96.69
p-UNP = 77.66
r-UNP = 86.90
f-UNP = 82.02
