acc = 88.87
ap = 23.76
p-CON = 95.52
r-CON = 88.83
f-CON = 92.05
p-DIR = 90.34
r-DIR = 85.04
f-DIR = 87.61
p-PLO = 95.04
r-PLO = 95.83
f-PLO = 95.44
p-UNP = 76.58
r-UNP = 86.31
f-UNP = 81.16
