time,curL,curR,velL,velR
0.0,10.31,2.57,1.8170805572380373,1.8170805572380373
0.15384615384615385,0.59,2.04,1.8170805572380373,1.8170805572380373
0.3076923076923077,0.59,2.17,1.6959418534221686,1.877649909145972
0.46153846153846156,0.0,2.57,1.0902483343428224,1.877649909145972
0.6153846153846154,0.59,7.42,1.0902483343428224,1.877649909145972
0.7692307692307693,0.59,8.6,1.0902483343428224,1.877649909145972
0.9230769230769231,0.59,9.26,1.0902483343428224,1.877649909145972
1.076923076923077,0.59,8.6,1.0902483343428224,1.877649909145972
1.2307692307692308,0.0,10.05,1.3325257419745609,1.9987886129618413
1.3846153846153846,0.0,7.95,1.635372501514234,1.9382192610539069
1.5384615384615385,0.0,7.29,1.6959418534221686,1.877649909145972
1.6923076923076925,0.0,5.19,1.8170805572380373,1.8170805572380373
1.8461538461538463,0.0,4.14,1.8170805572380373,1.8170805572380373
2.0,0.0,3.48,1.8170805572380373,1.8170805572380373
2.153846153846154,0.0,3.35,1.8170805572380373,1.8170805572380373
2.307692307692308,0.59,3.61,1.8170805572380373,1.8170805572380373
2.4615384615384617,0.59,2.96,1.8170805572380373,1.8170805572380373
2.6153846153846154,0.73,3.35,1.8170805572380373,1.8170805572380373
2.769230769230769,0.73,2.43,1.8170805572380373,1.8170805572380373
2.9230769230769234,0.73,3.48,1.8170805572380373,1.8170805572380373
3.076923076923077,0.73,2.17,1.8170805572380373,1.8170805572380373
3.230769230769231,0.73,2.57,1.8170805572380373,1.8170805572380373
3.384615384615385,0.59,2.96,1.8170805572380373,1.8170805572380373
3.5384615384615388,0.73,2.43,1.8170805572380373,1.8170805572380373
3.6923076923076925,0.59,2.69,1.8170805572380373,1.8170805572380373
3.8461538461538463,0.59,2.17,1.8170805572380373,1.8170805572380373
4.0,0.59,2.43,1.8170805572380373,1.8170805572380373
4.153846153846154,0.59,2.83,1.8170805572380373,1.8170805572380373
4.307692307692308,0.59,2.83,1.8170805572380373,1.8170805572380373
4.461538461538462,0.59,2.96,1.8170805572380373,1.8170805572380373
4.615384615384616,1.25,2.3,1.8170805572380373,1.8170805572380373
4.769230769230769,0.59,2.96,1.8170805572380373,1.8170805572380373
4.923076923076923,1.51,2.96,1.8170805572380373,1.8170805572380373
5.0769230769230775,0.59,2.3,1.8170805572380373,1.8170805572380373
5.230769230769231,0.59,2.57,1.8170805572380373,1.8170805572380373
5.384615384615385,0.59,2.83,1.8170805572380373,1.8170805572380373
5.538461538461538,0.59,2.96,1.6959418534221686,1.8170805572380373
5.6923076923076925,0.59,2.83,1.6959418534221686,1.8170805572380373
5.846153846153847,0.59,3.09,1.6959418534221686,1.8170805572380373
6.0,0.59,3.61,1.6959418534221686,1.8170805572380373
6.153846153846154,0.59,3.22,1.8170805572380373,1.8170805572380373
6.307692307692308,0.59,2.96,1.8170805572380373,1.8170805572380373
6.461538461538462,0.59,2.83,1.8170805572380373,1.8170805572380373
6.615384615384616,0.73,2.43,1.8170805572380373,1.8170805572380373
6.76923076923077,0.73,2.69,1.8170805572380373,1.8170805572380373
6.923076923076923,0.59,2.3,1.8170805572380373,1.8170805572380373
7.0769230769230775,0.59,2.83,1.8170805572380373,1.8170805572380373
7.230769230769231,0.59,2.69,1.8170805572380373,1.8170805572380373
7.384615384615385,0.59,3.22,1.6959418534221686,1.877649909145972
7.538461538461539,0.0,4.8,1.6959418534221686,1.877649909145972
7.6923076923076925,0.0,4.4,1.6959418534221686,1.877649909145972
7.846153846153847,0.0,5.71,1.6959418534221686,1.877649909145972
8.0,0.0,6.64,1.6959418534221686,1.877649909145972
8.153846153846155,0.0,5.58,1.6959418534221686,1.877649909145972
8.307692307692308,0.0,6.76,1.6959418534221686,1.877649909145972
8.461538461538462,0.59,5.45,1.6959418534221686,1.877649909145972
8.615384615384617,0.0,6.11,1.6959418534221686,1.8170805572380373
8.76923076923077,0.59,4.27,1.6959418534221686,1.8170805572380373
8.923076923076923,0.59,4.8,1.6959418534221686,1.8170805572380373
9.076923076923077,0.59,4.01,1.6959418534221686,1.8170805572380373
9.230769230769232,0.59,4.4,1.6959418534221686,1.8170805572380373
9.384615384615385,0.59,3.88,1.6959418534221686,1.8170805572380373
9.538461538461538,0.0,3.88,1.6959418534221686,1.8170805572380373
9.692307692307693,0.0,4.27,1.6959418534221686,1.8170805572380373
9.846153846153847,0.59,3.75,1.6959418534221686,1.8170805572380373
10.0,0.59,3.88,1.6959418534221686,1.8170805572380373
10.153846153846155,0.0,4.14,1.6959418534221686,1.8170805572380373
10.307692307692308,0.59,3.75,1.6959418534221686,1.8170805572380373
10.461538461538462,0.59,3.75,1.8170805572380373,1.8170805572380373
10.615384615384617,0.59,3.48,1.8170805572380373,1.8170805572380373
10.76923076923077,0.59,2.57,1.8170805572380373,1.8170805572380373
10.923076923076923,0.59,3.22,1.8170805572380373,1.8170805572380373
11.076923076923077,0.59,2.83,1.8170805572380373,1.8170805572380373
11.230769230769232,0.73,2.04,1.8170805572380373,1.6959418534221686
11.384615384615385,0.86,1.12,1.9382192610539069,1.5142337976983646
11.538461538461538,2.3,0.59,1.8170805572380373,1.2113870381586918
