acc = 90.69
ap = 2.08
p-CON = 86.23
r-CON = 72.35
f-CON = 78.68
p-DIR = 90.40
r-DIR = 67.80
f-DIR = 77.49
p-PLO = 89.66
r-PLO = 97.50
f-PLO = 93.41
p-UNP = 62.96
r-UNP = 87.70
f-UNP = 73.30
p-ASP = 92.00
r-ASP = 81.33
f-ASP = 86.34
p-FLO = 90.84
r-FLO = 96.07
f-FLO = 93.38
p-ICE = 95.42
r-ICE = 95.97
f-ICE = 95.69
p-SAN = 93.14
r-SAN = 96.22
f-SAN = 94.66
p-SNO = 88.27
r-SNO = 89.84
f-SNO = 89.05
