acc = 91.79
ap = 2.30
p-CON = 85.94
r-CON = 83.33
f-CON = 84.62
p-DIR = 90.93
r-DIR = 81.63
f-DIR = 86.03
p-PLO = 93.05
r-PLO = 94.79
f-PLO = 93.91
p-UNP = 71.20
r-UNP = 80.95
f-UNP = 75.77
p-ASP = 88.65
r-ASP = 84.44
f-ASP = 86.49
p-FLO = 95.83
r-FLO = 97.22
f-FLO = 96.52
p-ICE = 95.98
r-ICE = 96.75
f-ICE = 96.36
p-SAN = 94.95
r-SAN = 96.28
f-SAN = 95.61
p-SNO = 87.31
r-SNO = 88.27
f-SNO = 87.79
