time,curL,curR,velL,velR
0.0,0.86,0.59,1.877649909145972,1.877649909145972
0.11241793632507324,10.71,13.59,3.0284675953967293,3.0284675953967293
0.25597643852233887,3.88,6.11,3.0284675953967293,3.0284675953967293
0.41519737243652344,3.22,6.11,3.0284675953967293,3.0284675953967293
0.5913786888122559,0.86,2.69,3.0284675953967293,3.0284675953967293
0.7677276134490967,0.86,2.83,3.0284675953967293,3.0284675953967293
0.9435057640075684,2.17,3.35,3.0284675953967293,3.0284675953967293
1.1032321453094482,0.99,3.48,3.0284675953967293,3.0284675953967293
1.2641935348510742,1.25,3.48,3.0284675953967293,3.0284675953967293
1.4064443111419678,0.99,3.22,3.0284675953967293,3.0284675953967293
1.5181620121002197,1.91,2.96,3.0284675953967293,3.0284675953967293
1.6625118255615234,2.3,2.83,3.0284675953967293,3.0284675953967293
1.805948257446289,2.17,3.22,3.0284675953967293,3.0284675953967293
1.9663105010986328,3.09,3.22,3.0284675953967293,3.0284675953967293
2.1419918537139893,0.86,3.22,3.0284675953967293,3.0284675953967293
2.3019165992736816,1.51,2.83,3.0284675953967293,3.0284675953967293
2.461430788040161,1.64,2.96,3.0284675953967293,3.0284675953967293
2.637629270553589,1.25,2.96,3.0284675953967293,3.0284675953967293
2.8138012886047363,1.78,2.96,3.0284675953967293,3.0284675953967293
2.989088296890259,2.43,3.22,3.0284675953967293,3.0284675953967293
3.1486783027648926,2.17,3.35,3.0284675953967293,3.0284675953967293
3.308349370956421,2.04,3.22,3.0284675953967293,3.0284675953967293
3.4849209785461426,1.38,3.35,3.0284675953967293,3.0284675953967293
3.6616134643554688,2.3,3.35,3.0284675953967293,3.0284675953967293
3.8364834785461426,3.09,2.96,3.0284675953967293,3.0284675953967293
3.9957408905029297,1.78,2.83,3.0284675953967293,3.0284675953967293
4.1555633544921875,2.04,2.83,3.0284675953967293,3.0284675953967293
4.2676475048065186,2.43,3.48,3.0284675953967293,3.0284675953967293
4.379528284072876,1.78,3.35,3.0284675953967293,3.0284675953967293
4.5236594676971436,1.12,3.22,3.0284675953967293,3.0284675953967293
4.683207988739014,1.38,2.96,3.0284675953967293,3.0284675953967293
4.858819007873535,2.83,3.09,3.0284675953967293,3.0284675953967293
5.042531490325928,1.78,2.83,3.0284675953967293,3.0284675953967293
5.2112720012664795,2.17,3.48,3.0284675953967293,3.0284675953967293
5.37038254737854,1.91,3.22,3.0284675953967293,3.0284675953967293
5.530605792999268,2.43,3.22,3.0284675953967293,3.0284675953967293
5.706593751907349,2.17,3.09,3.0284675953967293,3.0284675953967293
5.881972074508667,3.35,3.22,3.0284675953967293,3.0284675953967293
6.058395147323608,2.3,2.96,3.0284675953967293,3.0284675953967293
6.21797776222229,2.17,2.69,3.0284675953967293,3.0284675953967293
6.37800669670105,2.43,2.96,3.0284675953967293,3.0284675953967293
6.558420419692993,0.99,2.83,3.0284675953967293,3.0284675953967293
6.729836463928223,0.86,2.96,3.0284675953967293,3.0284675953967293
6.905451059341431,2.43,3.22,3.0284675953967293,3.0284675953967293
7.081204175949097,2.3,3.09,3.0284675953967293,3.0284675953967293
7.240718126296997,1.78,2.83,3.0284675953967293,3.0284675953967293
7.400503396987915,2.3,3.22,3.0284675953967293,3.0284675953967293
7.5765790939331055,1.78,3.48,3.0284675953967293,3.0284675953967293
7.928812265396118,0.59,2.96,3.0284675953967293,3.0284675953967293
8.104748010635376,3.09,3.09,3.0284675953967293,3.0284675953967293
8.280019998550415,2.57,2.96,3.0284675953967293,3.0284675953967293
8.456153869628906,2.17,2.83,3.0284675953967293,3.0284675953967293
8.615803480148315,1.25,2.83,3.0284675953967293,3.0284675953967293
8.775384902954102,2.43,3.35,3.0284675953967293,3.0284675953967293
8.953581809997559,1.91,3.35,3.0284675953967293,3.0284675953967293
9.12711787223816,2.04,3.09,3.0284675953967293,3.0284675953967293
9.286495685577393,2.83,3.35,3.0284675953967293,3.0284675953967293
