time,ax,ay,az,wx,wy,wz
1691521714.2980096,0.053714846007696666,-0.2219547461048692,9.7116197918032,0.0017433513243901963,0.0006407656699060367,0.0002933342159939
1691521714.308036,-0.041178895730267555,0.11392863437343696,9.896343650908209,-0.001537152918543504,-0.0005163077245338133,-0.0010254092946434
1691521714.3179777,0.07014770120020321,-0.008185987001769828,9.774737988554362,-0.0006445564607011837,5.665081121448508e-05,0.0006390491301407
1691521714.3280575,-0.007158265448361134,0.01898243437534818,9.842371014397834,-0.0010103827560836583,-0.0005926663959174556,0.0008938648364254
1691521714.3380089,0.09532199691824729,0.06385582598569775,9.811180558200853,-0.0016265477221791113,0.0002082677533909993,0.0023374227142175
1691521714.3480158,-0.02422932751870187,-0.06808276839104792,9.801030561650437,-0.0006345102312905943,-0.00022647134122627088,0.0017831034177196
1691521714.3580503,-0.11289457326124934,-0.1513835860998988,9.82303505896764,3.638471386911863e-05,-0.0013976925070914156,-0.0027580427437806
1691521714.368117,0.17572243219166464,0.08938423852250699,9.7620418618586,-0.0001327246644711527,0.0008177357294731642,0.0005585935116959
1691521714.378009,-0.05998893986663792,0.10212765449213534,9.902289865350047,-0.0013843926403852088,-0.0015712985013471127,0.0022156025782441
1691521714.3879876,0.05489879874968059,-0.10185496953219465,9.762784609084488,-0.0017684882249194504,0.0006419090954412566,-0.0023732037249738
1691521714.397998,-0.04931301685354187,-0.08316387386753309,9.84512576269001,0.001369706188983831,-0.00211109027571727,0.0003432685310234
1691521714.4079697,0.11118607779077416,0.05443100388989627,9.787058838825885,8.893703420396577e-05,-0.0003445427303348069,0.000372710897236
1691521714.4179895,0.00047333008012176295,0.004263155001109022,9.809425369073303,0.00011503232017156512,-0.0007744607193067361,0.001417269549447
1691521714.428108,0.09137634329163583,0.018934358680238572,9.773329845636296,-0.000677724073670695,0.0009615307216201009,0.0006725876567633
1691521714.4380352,0.015418734591205003,0.0047529322092178085,9.820518449335763,-0.0011046347382565804,0.0008490197681636225,0.0007180242367302
1691521714.448004,-0.00406788719733164,-0.07158185105492103,9.801814432936352,-0.0001140830548481905,0.0005454137984927904,-0.0001052533941129
1691521714.458084,0.0838291683399948,-0.043629158976307,9.756925657598726,0.001543661251495096,0.0014596083948328802,0.0013867394566749
1691521714.4680555,-0.13161278696454135,0.08205576615189628,9.922469989320351,-0.0007805309458266824,-0.0013172357967762892,0.000188297735176
1691521714.4780352,0.06070487866116471,-0.08758750890837581,9.77564431003503,0.0011480379392172257,-0.0007174610365668682,-3.9335197188932e-05
