time,curL,curR,velL,velR
0.0,4.4,0.0,-0.0314960629921259,-0.0314960629921259
0.15384615384615385,4.53,0.0,-0.0393700787401574,-0.0393700787401574
0.3076923076923077,6.24,0.59,-0.1023622047244094,-0.1023622047244094
0.46153846153846156,0.0,0.59,0.0,0.0
0.6153846153846154,0.59,0.0,-0.0393700787401574,-0.0393700787401574
0.7692307692307693,11.23,2.3,-0.1968503937007874,-0.2440944881889763
0.9230769230769231,0.99,2.04,-0.2125984251968504,-0.2519685039370079
1.076923076923077,0.59,2.04,-0.1732283464566929,-0.2519685039370079
1.2307692307692308,0.59,2.17,-0.0629921259842519,-0.2047244094488189
1.3846153846153846,0.59,2.83,0.0,-0.1653543307086614
1.5384615384615385,0.0,8.08,0.0,-0.1496062992125984
1.6923076923076925,10.71,7.03,0.0157480314960629,-0.1417322834645669
1.8461538461538463,7.55,9.52,0.0157480314960629,-0.1338582677165354
2.0,8.47,8.47,0.0157480314960629,-0.1338582677165354
2.153846153846154,3.88,9.26,-0.0078740157480314,-0.1732283464566929
2.307692307692308,0.59,10.71,-0.1496062992125984,-0.2362204724409448
2.4615384615384617,0.59,7.69,-0.1653543307086614,-0.2204724409448819
2.6153846153846154,0.73,9.13,-0.1496062992125984,-0.2362204724409448
2.769230769230769,6.11,7.16,-0.0708661417322834,-0.2047244094488189
2.9230769230769234,5.06,9.52,-0.0393700787401574,-0.1889763779527559
3.076923076923077,5.19,9.26,-0.0314960629921259,-0.1811023622047244
3.230769230769231,4.53,8.6,-0.0157480314960629,-0.1732283464566929
3.384615384615385,3.88,9.13,-0.0157480314960629,-0.1732283464566929
3.5384615384615388,4.53,8.47,-0.0236220472440944,-0.1889763779527559
3.6923076923076925,2.04,9.13,-0.0393700787401574,-0.1968503937007874
3.8461538461538463,0.59,9.13,-0.0708661417322834,-0.2125984251968504
4.0,0.59,8.73,-0.0944881889763779,-0.2204724409448819
4.153846153846154,0.59,8.34,-0.0944881889763779,-0.2204724409448819
4.307692307692308,0.99,8.73,-0.0944881889763779,-0.2204724409448819
4.461538461538462,2.83,8.21,-0.0787401574803149,-0.2125984251968504
4.615384615384616,4.14,8.08,-0.0787401574803149,-0.2125984251968504
4.769230769230769,0.73,9.26,-0.0944881889763779,-0.2204724409448819
4.923076923076923,3.48,9.0,-0.1102362204724409,-0.2362204724409448
5.0769230769230775,0.73,9.13,-0.1102362204724409,-0.2362204724409448
5.230769230769231,0.59,8.47,-0.1102362204724409,-0.2362204724409448
5.384615384615385,0.59,9.52,-0.2204724409448819,-0.2362204724409448
5.538461538461538,0.59,3.48,-0.2519685039370079,-0.2125984251968504
5.6923076923076925,2.3,1.91,-0.2519685039370079,-0.2125984251968504
5.846153846153847,2.04,2.04,-0.2362204724409448,-0.2362204724409448
6.0,0.59,2.04,-0.1496062992125984,-0.2362204724409448
6.153846153846154,8.08,6.9,-0.0787401574803149,-0.2047244094488189
6.307692307692308,3.75,9.26,-0.0708661417322834,-0.2047244094488189
6.461538461538462,5.32,8.34,-0.0708661417322834,-0.2047244094488189
6.615384615384616,0.59,10.31,-0.1732283464566929,-0.2440944881889763
6.76923076923077,0.59,5.32,-0.2362204724409448,-0.2362204724409448
6.923076923076923,0.59,3.22,-0.2362204724409448,-0.2204724409448819
7.0769230769230775,0.59,4.4,-0.2125984251968504,-0.2362204724409448
7.230769230769231,1.38,4.53,-0.1417322834645669,-0.2204724409448819
7.384615384615385,0.99,8.47,-0.1259842519685039,-0.2204724409448819
7.538461538461539,0.73,8.08,-0.1259842519685039,-0.2204724409448819
7.6923076923076925,0.59,8.6,-0.1259842519685039,-0.2204724409448819
7.846153846153847,0.0,8.08,-0.1259842519685039,-0.2204724409448819
8.0,0.59,8.6,-0.1259842519685039,-0.2204724409448819
8.153846153846155,1.12,8.34,-0.1102362204724409,-0.2204724409448819
8.307692307692308,4.66,6.5,-0.0393700787401574,-0.1968503937007874
8.461538461538462,9.13,8.6,0.0472440944881889,-0.1023622047244094
8.615384615384617,9.26,7.29,0.0787401574803149,-0.0787401574803149
8.76923076923077,7.69,9.39,0.0787401574803149,-0.0787401574803149
8.923076923076923,8.08,9.26,0.0787401574803149,-0.0787401574803149
9.076923076923077,0.59,11.1,-0.0629921259842519,-0.2047244094488189
