acc = 93.58
ap = 18.59
p-ASP = 92.00
r-ASP = 85.32
f-ASP = 88.53
p-FLO = 94.80
r-FLO = 98.58
f-FLO = 96.65
p-ICE = 96.90
r-ICE = 97.28
f-ICE = 97.09
p-SAN = 94.14
r-SAN = 96.33
f-SAN = 95.23
p-SNO = 90.12
r-SNO = 91.10
f-SNO = 90.61
