acc = 87.70
ap = 18.18
p-ASP = 85.74
r-ASP = 72.44
f-ASP = 78.53
p-FLO = 91.06
r-FLO = 93.88
f-FLO = 92.45
p-ICE = 90.48
r-ICE = 92.67
f-ICE = 91.56
p-SAN = 88.84
r-SAN = 94.53
f-SAN = 91.60
p-SNO = 82.25
r-SNO = 85.77
f-SNO = 83.97
