acc = 80.04
ap = 17.96
p-ASP = 68.87
r-ASP = 82.94
f-ASP = 75.25
p-FLO = 77.41
r-FLO = 75.44
f-FLO = 76.41
p-ICE = 87.38
r-ICE = 83.83
f-ICE = 85.57
p-SAN = 90.73
r-SAN = 76.35
f-SAN = 82.92
p-SNO = 79.98
r-SNO = 81.36
f-SNO = 80.66
