acc = 81.61
p-ASP = 82.04
r-ASP = 78.07
f-ASP = 80.01
p-FLO = 84.44
r-FLO = 86.61
f-FLO = 85.51
p-ICE = 86.91
r-ICE = 85.33
f-ICE = 86.11
p-SAN = 85.55
r-SAN = 82.40
f-SAN = 83.94
p-SNO = 70.36
r-SNO = 76.04
f-SNO = 73.09
