time,ax,ay,az,wx,wy,wz
1682026000.813048,-0.07957083929764738,0.15034159444207493,9.747167459617168,0.0005060471992276429,0.0019312851788839825,-0.0008780203189812
1682026000.8229015,-0.2585210771970537,0.3356806143838319,9.914074020704172,-0.0002348990549228471,-0.001540686239516559,-0.0005442198727391
1682026000.83286,0.0021622600377493965,0.21490914252900858,9.724790607153857,0.0029509696367270885,-0.00047374108165965947,0.0027273334434144
1682026000.843002,-0.10674248382175816,0.36929693857068424,9.835032702120632,-0.0002903954389244006,0.00040317387446094674,-0.0001776476984955
1682026000.8528712,-0.2911001914929604,0.22053042720842955,9.893418963001942,0.00012945533973493078,-0.002919039481683909,-0.0021911644272617
1682026000.8628566,0.15997542763213873,0.376824735742997,9.693652271796058,0.0008655741099072606,0.000937750511825625,0.0024255735205374
1682026000.8729746,-0.07117316793023049,0.22157475285539963,9.76022882841722,-0.00014098994981633233,0.0032600842668304864,-0.0017776904989145
1682026000.8828552,-0.17517951558337203,0.20079036087111504,9.811141784466205,0.0009508650001852537,0.002246472461192269,-0.0029365782521776
1682026000.892876,-0.1987928156350247,0.2496895081892319,9.837368784695132,0.0025788293437609008,-0.000176488816227896,-0.0011879453797004
1682026000.9028852,-0.17866434041840465,0.3964037234096748,9.878403268932521,0.0014433514420287151,-0.0022425218654037408,0.0006232714384682
1682026000.913048,-0.007352499290885897,0.3317490477213596,9.774294457639535,-0.00017305190874616344,0.00032644275175037053,-0.0008358984615765
1682026000.9228697,-0.11731037690580595,0.2998849329412735,9.815102503880397,0.0003078848077803253,-0.0003508288822953517,0.0007503159448392
1682026000.9330287,-0.11565982820975705,0.19809866765835382,9.774841662857394,0.0018367404174319997,-0.00038098896654781663,0.000586783733394
1682026000.9428694,-0.14897007242832733,0.2607930296911916,9.826653435881656,0.001670979055840549,-0.0009401695664655427,-0.0004335561663023
1682026000.952883,-0.11246645399848443,0.2762806082948891,9.805419420565473,0.0022197004510873613,-0.0014181158125513317,0.0005595813143886
1682026000.962869,-0.05819398135654799,0.3092399705332052,9.788558699833365,0.0013182052496556556,-6.622263724976013e-05,-0.0002376021713129
1682026000.9728825,-0.017040837118851647,0.27463962461834185,9.765612404574895,0.002122855750017455,0.0012864261189114803,0.0006724517896659
1682026000.982875,-0.09443945971967238,0.3155573114374357,9.829114891422801,0.002334803934588795,0.0007142465387068049,0.0018910131783345
1682026000.9928985,-0.20613161008790404,0.3146102927978366,9.851702465556388,0.0006308686263398984,-0.000608600651584995,0.0003904686180763
1682026001.0028768,-0.11834519133537265,0.35905685601342885,9.841243513606512,-0.0008309381851519409,-0.001007965545919536,0.0002392115874104
1682026001.012851,0.029321884745556366,0.2985943147829558,9.736004460443464,0.0005906152143106937,0.0006713952511468684,0.0032693628325946
1682026001.0246882,-0.22084308633858474,0.2344369510801914,9.832046654612475,-0.0006506253774777636,-0.0004365041386733978,-0.0008191390790156
1682026001.03289,-0.014556909899750524,0.16175284598541587,9.71722457920294,0.003251967186691245,-2.854508813346752e-06,0.0026908232119754
1682026001.0428832,-0.07193515341404343,0.4693809281376654,9.856697913840915,-0.0022178611614289212,0.001565075627981069,9.27764793746432e-05
1682026001.053021,-0.0724389963991619,0.1993263909467786,9.757649673200753,0.0002854998232893276,0.001735346431135327,0.0015814330853177
1682026001.0628994,-0.13709498909012752,0.19956668049871865,9.78915247057828,0.00047921502573030386,0.0020460207892464047,-0.0016618300125114
1682026001.0748944,-0.15421267808425326,0.3666549351175197,9.869071851273015,-0.0006279326481855198,1.0525518671276994e-05,0.0003405298210568
1682026001.0832646,-0.18911243244690645,0.03481574816230195,9.78324520239061,0.0031253283806479543,-0.0012724463514357885,-0.0012944749452285
1682026001.0928962,0.04509817146436038,0.5635754162157667,9.811548360974433,-0.0013670369312326288,0.0011050171067126427,0.0009600747015215
1682026001.102888,-0.12300147523253457,0.22319486783146628,9.797262063657245,0.0009121244990675006,0.0001569314186054135,0.0030007723124586
1682026001.1128876,-0.11580710328095652,0.34657084774704605,9.826473168949224,-0.0014150667635304238,0.000715351614040698,0.0013050181313306
1682026001.1230624,-0.07191987069842963,0.24824993687414262,9.77409915484096,0.0003585305586250286,0.0009351531046633235,0.0026159381248876
1682026001.132892,-0.1807734177392365,0.25813113840417423,9.833207540003357,-0.0004688300338619371,0.00020573115250443165,0.000539092916239
1682026001.1468334,-0.07891817930273096,0.30852111074183547,9.792359208836274,-0.0013606800756938862,0.001128124400810611,1.6082298185702204e-05
1682026001.1532886,-0.11986736613505565,0.2046880670043418,9.779062781259675,0.0006666363159110201,0.00043930264953077045,0.0015665346889877
1682026001.1628685,-0.13826550584772374,0.1832100886457319,9.791288830120452,0.0009456243762120862,0.0010890335991140274,-0.0018264491938166
1682026001.1729386,-0.09397498257347964,0.42859578634381146,9.851020343569234,-0.001929905555818309,0.0010904986224583542,-0.0016372044466547
1682026001.1829002,-0.1683029133970859,0.2305513015256033,9.818149695349481,0.0004613514413886261,-0.0008485328468696115,0.0007976210198253
1682026001.1929195,-0.1259096296485905,0.2676075280466128,9.806809925331407,0.000322035638348624,-0.0010399967233378786,0.0001367659877874
1682026001.203112,-0.01873784231706316,0.19448187499488612,9.734235052581205,0.0020241139961722386,0.0009884124119003209,-0.0004440198082588
1682026001.212917,-0.1599304614443124,0.38396069477235606,9.869528471434421,0.00014581819798182034,-0.00032548418339266414,-3.981370368224776e-05
1682026001.2236984,-0.08954719458963804,0.3414566411659271,9.815679564762473,0.00019387944510227952,-0.0007628405874794691,0.0025276609102152
1682026001.2329314,-0.10491924324746807,0.16715509553210026,9.764616097711237,0.0011963616766520956,0.00012341154508736882,0.0003219251392297
1682026001.242968,-0.08032335862366848,0.43576277785548684,9.842390850113556,-0.001537258709207826,0.0003126623096893803,0.0012249455775022
