time,ax,ay,az,wx,wy,wz
1700843426.0128157,-0.015302736599448273,-0.06363033148771886,9.820197827375813,0.0008724730201895615,0.001236840192292656,0.0007772987999855
1700843426.0210085,-0.10192496369034788,0.22534732077892253,9.95758829903528,-0.002255655777207959,-0.001317984826234488,0.0007862506725727
1700843426.0309916,0.249297952333458,-0.10280420356010511,9.674363991276268,0.0005733245859703891,0.002925133511163668,0.0001499513571984
1700843426.0410454,-0.19545664350918646,0.0026750899414124435,9.93495279764576,-0.0002127079373151985,-0.0012665373370185707,-0.002443574066237
1700843426.0510106,0.20257704911574273,0.10788641403606468,9.763913519618018,-0.00048615362223456614,0.0011817090427260705,-0.0003041351912174
1700843426.06102,-0.0008146273910558175,-0.15748534311893594,9.787379670730713,0.0034172152606055527,0.0004735484670145045,-0.0012965496163447
1700843426.0711875,-0.03322596969304309,0.11196555287046932,9.893476020243636,0.000982759688498487,-0.0009245526317532765,-0.0024849131470177
1700843426.0810244,0.12308279741883672,0.1860265242775306,9.827200432573989,-0.0004433072377853142,-0.00026668464294680045,0.0004587844817619
1700843426.0982938,0.039283012325662656,0.0745798336856111,9.841759896935073,-0.0018529497286699716,-0.0007308490773706608,8.1046001323999e-05
1700843426.101006,0.11712221676081157,-0.295547766590664,9.67569370714928,-0.00032073537877072756,-0.00014337464767473227,-0.0006207891739536
1700843426.1109877,-0.029775284594393422,0.09839233468585486,9.884176076725726,-0.0020142426523507588,-0.0015791116032401033,-0.0014500528806452
1700843426.1209702,0.15937068876665764,-0.032661209530237566,9.738374862496594,0.00040308927956228313,0.00018966519894416582,-2.3995892806409765e-05
1700843426.1310158,0.05866716402731145,0.06793868098794673,9.8256227671954,4.992778747690039e-05,0.00034836442248119373,0.000490471010235
1700843426.1412103,-0.029172011490989004,0.05413566115460542,9.868197151663527,-0.0009070947505802077,-0.00103335108273601,-0.0009270124602694
1700843426.151379,0.2061626515933665,0.10447034295847656,9.743687643076255,-0.0007100562230943444,0.0016838708287261824,0.0018427421572055
1700843426.1609814,-0.05866977676519108,0.0011895427488950758,9.85778748323274,0.00018627820092859078,-0.000436184612188403,0.0017108642030875
