acc = 90.00
p-CON = 98.86
r-CON = 94.02
f-CON = 96.38
p-DIR = 87.04
r-DIR = 81.44
f-DIR = 84.15
p-PLO = 97.58
r-PLO = 97.22
f-PLO = 97.40
p-UNP = 78.33
r-UNP = 87.14
f-UNP = 82.50
