time,velL,velR,curL,curR
0.0,0.24370492306094782,0.37417125994981104,1.25,9.0
0.06666666666666667,0.5259629463689744,0.5627877919775518,0.0,9.39
0.13333333333333333,0.6003378114042901,0.6056289243183618,0.0,4.8
0.2,0.31600574766538964,0.31758183618242397,0.0,4.27
0.26666666666666666,0.5446928129085252,0.5456271058980766,1.78,4.4
0.3333333333333333,0.6023728362690991,0.6031890596244773,1.91,5.19
0.4,0.5701304202846735,0.5707005507049583,2.17,4.4
0.4666666666666667,0.28620160918040605,0.2863898997127616,1.51,3.88
0.5333333333333333,0.5875465546364887,0.5883391975432496,1.51,2.83
0.6,0.5976998886563472,0.5980987541142426,2.3,4.01
0.6666666666666666,0.2919710541853708,0.2919710541853708,2.3,4.27
0.7333333333333333,0.5674848267891873,0.5671065035713279,2.17,4.53
0.8,0.5866976396553759,0.5872916635902278,2.3,3.48
0.8666666666666667,0.5726779852020589,0.5734619386383383,2.17,3.09
0.9333333333333333,0.29640426783402857,0.297342850062762,2.17,2.96
1.0,0.5765907380091223,0.5767863250979992,2.3,3.48
1.0666666666666667,0.5817276605074893,0.5803510230417852,2.3,4.01
1.1333333333333333,0.5433118159370498,0.5427540009309542,2.43,4.27
1.2,0.3033079041385548,0.30350692507302895,2.43,3.88
1.2666666666666666,0.572320310646073,0.5729077074753369,2.43,2.83
1.3333333333333333,0.5636929991604621,0.5635005467879253,2.17,2.83
1.4,0.5725403526174746,0.5741105695598606,2.43,2.57
1.4666666666666666,0.2980429485098172,0.2974554788346993,2.43,3.22
1.5333333333333332,0.5601288092203467,0.5593622969942498,2.43,3.61
1.6,0.5620748642609235,0.561305688942058,2.69,4.14
1.6666666666666667,0.5871189624259135,0.5879235105073467,2.96,3.61
1.7333333333333334,0.2835684078437896,0.2835684078437896,2.43,3.22
1.8,0.5889745175228037,0.5885717999039847,2.83,3.35
1.8666666666666667,0.5163019652580149,0.5170094705204444,3.09,3.22
1.9333333333333333,0.6074244821096013,0.6072165312427373,3.09,3.35
2.0,0.2985874962321997,0.2981951342134977,2.43,3.22
2.0666666666666664,0.563363221411241,0.5631708159394475,2.43,3.22
2.1333333333333333,0.5535925978782993,0.5547316772978018,3.35,3.48
2.2,0.6001784749593657,0.5983349233297977,2.17,3.22
2.2666666666666666,0.2829872215533455,0.283173519921715,2.3,2.43
2.3333333333333335,0.5459288747587523,0.5479714657867613,2.43,2.83
2.4,0.6036576867007277,0.6032420876048924,2.43,3.88
2.466666666666667,0.5672275113098022,0.5676168232599118,3.75,4.14
2.533333333333333,0.2880334731860798,0.28746535982673843,2.57,3.61
2.6,0.5842751996195232,0.5854720760953569,2.43,2.83
2.6666666666666665,0.5486266609590646,0.5482510179183532,2.69,4.27
2.7333333333333334,0.5639891992521048,0.5649562589216043,3.75,3.61
2.8,0.29868681802244396,0.29829432548890594,2.57,4.14
2.8666666666666667,0.5855856304466992,0.5845846293690126,2.83,4.27
2.933333333333333,0.5271998810646622,0.5270198879335374,2.3,2.83
3.0,0.5769114046320184,0.5780952173638214,2.17,2.57
3.0666666666666664,0.32504120992173624,0.32524448772656533,2.3,2.57
3.1333333333333333,0.5647175944620546,0.5650991604042587,2.3,3.35
3.2,0.5617989367132503,0.5617989367132503,2.3,2.69
3.2666666666666666,0.30609514680674105,0.3057034703552929,1.78,2.83
3.3333333333333335,0.5752229471338991,0.5763745446256587,2.3,4.14
3.4,0.5525616124581612,0.5518025992542351,3.48,5.06
3.466666666666667,0.5907768094257132,0.5905778946750648,2.57,4.27
3.533333333333333,0.30916505335747163,0.30974473783251694,2.43,2.83
3.6,0.5640540293256313,0.5646333384964554,1.91,2.96
3.6666666666666665,0.5848974952184965,0.5843066896677708,1.25,2.17
3.7333333333333334,0.3084520897342947,0.30864535545467964,1.78,2.57
3.8,0.5603443291169655,0.5607282580851854,2.3,2.83
3.8666666666666667,0.5737015417633385,0.574089702481717,3.48,5.19
3.933333333333333,0.5819765160911858,0.5808129509140625,2.43,3.09
4.0,0.30209206619886136,0.30288184937846624,2.3,2.69
4.066666666666666,0.5797125160488856,0.580291456644141,2.3,2.83
4.133333333333333,0.5756660521374497,0.5748870723645979,2.43,2.83
4.2,0.5516669011961848,0.5511010889898298,2.3,2.83
4.266666666666667,0.29819072904473737,0.29838703630546465,2.3,3.61
4.333333333333333,0.5822170888329635,0.5820172202820425,3.22,4.01
4.4,0.5746819250130517,0.5750739317831834,2.3,2.69
4.466666666666667,0.551836614910374,0.5516471756330275,3.35,3.88
4.533333333333333,0.2943371228070175,0.29491805133887344,2.69,3.48
4.6,0.5829394302034226,0.58313824992723,2.3,2.57
4.666666666666667,0.5677471292113615,0.5673594561972192,1.51,2.04
4.733333333333333,0.5667813507244908,0.5667813507244908,2.3,2.83
4.8,0.28311100611278517,0.28311100611278517,3.22,3.35
4.866666666666666,0.5848350036019949,0.5846344429011712,2.3,3.35
4.933333333333334,0.557134860496217,0.557515547110837,2.83,4.01
5.0,0.5672122991755705,0.5668235313214406,3.35,4.93
5.066666666666666,0.29504571414229563,0.295626512792182,2.17,3.09
5.133333333333333,0.559824680881404,0.5609730392011608,2.17,2.57
5.2,0.5646169174831616,0.5646169174831616,2.3,2.83
5.266666666666667,0.5728691973345594,0.5711059200513819,2.3,3.35
5.333333333333333,0.2970229337459583,0.29741478458203474,2.43,3.48
5.4,0.5602284848108599,0.5606124659519229,3.35,3.88
5.466666666666667,0.5789817346792903,0.580367805863543,2.57,3.61
5.533333333333333,0.5282949066575349,0.5264924675355371,2.3,3.48
