time,Lvel,Rvel,Lcur,Rcur
0.0,0.5980937855331221,0.5982931501282998,2.3,1.12
0.06666666666666667,0.5663470971943213,0.5665392746959143,6.11,2.96
0.13333333333333333,0.5749566212230203,0.5737756079647738,6.24,3.75
0.2,0.2965294018048133,0.2978489859196472,4.8,2.69
0.26666666666666666,0.5826761693565609,0.5795350579314582,2.3,2.69
0.3333333333333333,0.5999971757790635,0.6006046653259205,1.78,0.59
0.4,0.5486387059806372,0.5473261731912099,1.64,2.04
0.4666666666666667,0.3019951102474598,0.3019951102474598,2.17,2.57
0.5333333333333333,0.5651885672043672,0.5669353725288312,3.09,3.75
0.6,0.5541288262141586,0.553369485582142,3.88,2.69
0.6666666666666666,0.5752855189998353,0.5756786078409694,3.35,3.09
0.7333333333333333,0.2934436310676269,0.2930585344389292,3.48,3.22
0.8,0.5826688425505046,0.5830676576378081,2.57,3.22
0.8666666666666667,0.5487757292888402,0.5484010104569598,2.69,2.69
0.9333333333333333,0.5675582956877869,0.567946768169435,2.17,2.83
1.0,0.296145979685456,0.2965361588418268,2.17,2.57
1.0666666666666667,0.5615103801735388,0.5620878677088562,3.88,2.83
1.1333333333333333,0.5716730722196562,0.5703063674704973,2.17,2.69
1.2,0.5688943132573767,0.5692833008219972,2.3,2.83
1.2666666666666666,0.2887273104114711,0.2891082171534387,2.96,2.69
1.3333333333333333,0.5764903385843936,0.576096291873126,3.22,2.69
1.4,0.5676765126015316,0.5688445712694361,4.14,3.48
1.4666666666666666,0.5642923554996386,0.5631344368495026,3.09,3.35
1.5333333333333332,0.2907917477818732,0.2911748726142604,3.09,2.83
1.6,0.5562999225141114,0.5568656512488716,2.17,2.69
1.6666666666666667,0.5852190390173725,0.5852190390173725,2.83,2.69
1.7333333333333334,0.5728232085941148,0.5722354966837926,2.96,3.22
1.8,0.2927646415914475,0.29334360924126573,3.48,3.22
1.8666666666666667,0.5834880990072071,0.5828894450068577,2.43,2.96
1.9333333333333333,0.5436131267538957,0.5441704881278744,2.83,2.69
2.0,0.5794583244206563,0.57866563177439,2.3,2.96
2.0666666666666664,0.2867880013214032,0.2864106486880855,2.17,2.69
2.1333333333333333,0.5694702583788611,0.5694702583788611,2.96,2.83
2.2,0.5733595785878798,0.5737533695072395,3.22,3.48
2.2666666666666666,0.5609256234635477,0.5614999500404728,3.09,2.96
2.3333333333333335,0.30825067516558113,0.3076590231978929,2.43,2.96
2.4,0.5822659468726984,0.5814906260379811,2.83,2.83
2.466666666666667,0.5706536054421768,0.5700683196930053,2.17,2.83
2.533333333333333,0.2984110777165318,0.2982202777947181,3.09,2.96
2.6,0.6004595817022704,0.6004595817022704,3.35,3.88
2.6666666666666665,0.5041187123472608,0.5029118618047058,2.69,3.22
2.7333333333333334,0.631114674859795,0.6323913734603205,2.17,2.83
2.8,0.28770985291320816,0.28807039157600667,2.17,2.83
2.8666666666666667,0.6045955485974246,0.6045955485974246,3.61,3.75
2.933333333333333,0.5906831665475584,0.5902839214197804,2.43,3.48
3.0,0.3081369800193708,0.3075592231818345,2.17,2.69
3.0666666666666664,0.5610861060750487,0.5622378394436599,2.17,2.69
3.1333333333333333,0.579817298546162,0.5794260588035532,2.17,2.69
3.2,0.6015905761891587,0.6025942308040889,2.3,2.69
3.2666666666666666,0.2631694762247547,0.2633421596081042,2.3,3.09
3.3333333333333335,0.656057186375842,0.6562759450241833,3.88,3.61
3.4,0.5766753380705356,0.5741434976804928,2.17,3.35
3.466666666666667,0.5720473193733773,0.5734177270515476,2.43,2.83
3.533333333333333,0.2931632660476319,0.29200528079662086,2.17,3.75
3.6,0.5657201222001917,0.5664942858980366,2.43,2.96
3.6666666666666665,0.5709438063232702,0.5725075004179591,2.3,2.83
3.7333333333333334,0.560170710528782,0.5595946007819235,3.48,3.75
3.8,0.2933276759981259,0.2942951155627635,3.75,3.61
3.8666666666666667,0.5584157883607487,0.5570835080204197,2.57,2.83
3.933333333333333,0.5805621935154152,0.5813574841914637,2.3,2.96
4.0,0.569939887429502,0.5691610150175723,2.3,2.69
4.066666666666666,0.28809957530669444,0.28809957530669444,0.99,0.59
4.133333333333333,0.5674909702692834,0.5719548185306355,0.73,0.59
4.2,0.5852395316324254,0.5828434639491811,2.04,0.59
4.266666666666667,0.5588735499696992,0.5588735499696992,2.43,2.57
4.333333333333333,0.2657585994413554,0.2645322908084684,3.48,4.14
4.4,0.6353797749536403,0.6340755400409747,3.48,4.27
4.466666666666667,0.5678818079920622,0.568270634974597,2.69,3.61
4.533333333333333,0.5641311475696089,0.5656730160973018,2.69,3.09
