time,wx,wy,wz,ax,ay,az
0.008899211883544922,0.0317663277132022,-0.0896261738657641,0.0091099136002835,5.205987314215825,-1.6875108175200768,10.822938248699035
0.01878499984741211,0.0308673846265882,-0.0668871979843943,-0.0014721497468176,4.6298188622337975,-0.0069786664417884,10.598029036969036
0.02871990203857422,0.0260705522458835,-0.0565161701603286,0.0066097823396798,3.7131641052833015,0.0637429472678866,10.340001158096088
0.03871512413024902,0.0339336686767024,-0.0393113170091399,0.0288539573044058,3.598466244801627,-1.4973163851500857,9.565368804385283
0.048742055892944336,0.0791506691841012,-0.0493491332920412,0.0561520296574112,0.9102750942804816,-4.491362176290429,8.996331237226961
0.05874466896057129,0.1309111312333873,-0.0623109386435849,0.0758670109749313,1.6081651648703008,-4.02650678591228,9.684963313889035
0.0687105655670166,0.1385920493788328,-0.049346025129085,0.0904535714030739,2.6195420288982727,-0.6757518497721753,9.84044483724419
0.0787806510925293,0.0961540543044765,-0.0148677657790893,0.0827110770583626,2.775692134300776,3.0794489305066515,11.242365255075404
0.08875131607055664,0.0562121242514542,-0.0103651878906264,0.0522932473063942,-0.9495669812993196,1.6139944475659709,11.437547881359038
0.09878301620483398,0.0627984713703171,-0.0834957985074975,0.0253614063799854,-4.583903696886457,-2.205788565577628,12.458536358245423
0.10876131057739258,0.1060665372866405,-0.1270219531874398,0.0201057984918829,-1.1857485982307734,-2.7213358393657967,10.337374200469178
0.11878132820129395,0.1052984243149478,-0.1428073066213591,0.0209344017744537,0.1345404165206961,-0.2099719244891097,10.06296413967052
0.12884211540222168,0.1174314005746179,-0.1526552879456927,0.0317144829273697,1.9514135147320784,0.3559577517534183,10.361134430631862
0.1387467384338379,0.0868631735752876,-0.1162197873173823,0.0410611766815658,4.564669514426083,2.506973075905378,9.624298123047287
0.14874053001403809,0.0653667194817329,-0.0678467486687791,0.0405411522329327,5.398103041882113,2.2306540271270983,9.12265174540294
0.15880632400512695,0.0419880588345164,-0.0419713764266215,0.0462050016463276,2.7781464938159086,2.183668875962461,8.340863025665428
0.1686856746673584,-0.0003305773965456,-0.0533121664611523,0.0467976171017166,1.0941162725781703,3.353746174977374,8.786008478981492
0.17889857292175293,-0.0203346156230279,-0.0159477431831518,0.0458700347185608,4.017938902282217,1.9855058099959169,7.687005155904093
0.18872618675231934,-0.0297308936194681,-0.0150090210388354,0.042886092090654,1.4363562703436537,0.9919409849170774,9.349685883117004
0.19879627227783203,-0.0327350029106445,-0.0136789290105999,0.0313988502562519,0.6535888591543463,0.821226176190152,10.463584993784876
0.20874691009521484,-0.0312047210618199,-0.0458357881998112,0.0162825284019585,-1.0617177987698474,0.7492937009899528,12.23355213104548
0.21877121925354004,-0.040580097233522,-0.07197888338866,-0.0109319149091366,-1.0636977472004194,1.395716384971696,12.153905912914592
0.22877192497253418,-0.0606563680513568,-0.0973724077847248,-0.0266421095042947,-0.0468541017740818,2.3670239213338995,12.30594187139018
0.2387371063232422,-0.079113710895214,-0.0843967044092274,-0.046195817416859,2.836657998476049,1.262991477514164,10.546987530627913
0.24873018264770508,-0.0574543498514328,-0.0583667919211827,-0.0619304638862136,4.01184040768944,-1.1726316325618045,9.528074205446751
0.25876331329345703,-0.0403323861494516,-0.0262658585172654,-0.0818183731793883,4.525513129027445,-1.5517291760592178,8.579224659612722
0.2687411308288574,-0.0168769542852885,0.0396484043429242,-0.0923552524804595,6.266149059116194,-1.2343951582374162,7.006834502025484
0.2788574695587158,-0.0212718167464675,0.0514532788430847,-0.1029255103826049,1.946841349165322,0.0029336360451116,8.039222099593168
0.2887399196624756,-0.0107509909183419,0.0648901792731902,-0.1109942507504943,2.4548781485224564,-0.6731302257622083,7.675859166714181
0.29872822761535645,-0.0260763330185267,0.0746400503315742,-0.1130469602107528,1.5428405497052164,1.2432254671367695,8.382015552323587
0.30872321128845215,-0.0496885126507092,0.0636992794544917,-0.1154784050344947,0.7139419436558531,1.97055772042904,9.841486766990558
0.31877589225769043,-0.1017624496967572,0.0707700328307728,-0.1126710635184768,1.5671187066608043,4.4227384831430605,10.862653225565136
0.32874536514282227,-0.1462669866633325,0.064697810756763,-0.1062519785522941,0.0248561024747078,3.243685379701301,11.19128971555009
0.3388185501098633,-0.1509655395189702,0.0396785474784966,-0.0862197813152793,-0.0045590087892962,1.23025482150426,11.606072195278296
0.34871959686279297,-0.1578970968616222,0.0505670310867875,-0.0546007056295398,2.785498015931936,0.975658368281824,10.4737839263369
0.35877299308776855,-0.1485231783287597,0.0897407558768691,-0.0200603504240039,5.641433817154601,0.9229581789609193,9.451472156254145
0.368818998336792,-0.1550428811682132,0.173137106305256,-0.0028788198291782,8.442209092595077,0.6318281918725996,7.994548334382252
0.37891507148742676,-0.1456076072005981,0.2769251197672693,0.0126150909305092,9.418305406521728,0.3467471923772918,6.931805912655674
0.38892483711242676,-0.1438974084823529,0.3640031591835189,0.0204080815852161,8.147134341958411,-0.5164365414854161,6.134246948397477
0.3987743854522705,-0.0939894659059422,0.4407617955328755,0.030680558407354,6.8040729309194985,-3.4210921122597315,4.874189054784762
0.4088139533996582,-0.0315044260078607,0.445425220133526,0.0332491088152405,0.8535851844923354,-5.888566576639755,5.2833314524609305
0.418778657913208,0.0958397276431311,0.3984600483994155,0.039874925041246,-4.03846816096932,-11.687370234373509,6.601861823549964
0.4287583827972412,0.2573460339622582,0.2482693189141136,0.0032644633861731,-12.658012045275443,-14.664865897845084,9.29520320310927
0.43877696990966797,0.3433594595771601,0.0838384818369143,-0.0271293551235917,-12.335608690706213,-8.164496001942158,10.111732479133837
0.4489133358001709,0.3307103355590223,-0.0265423428567423,-0.0659328859805587,-9.04711176744179,-0.8272197376071911,11.531518265195462
0.45876598358154297,0.2582103974918438,-0.1249044148293577,-0.123699606633139,-8.270047815863633,2.693057848645294,13.956620995405997
0.4687802791595459,0.1689520470001559,-0.1445361641475676,-0.16349791107173,-0.9547388607432212,4.002392457541871,13.638218337995058
0.47878193855285645,0.1252364494327194,-0.0766348699881431,-0.1833544683217529,4.315832888185231,2.104646302736696,11.480720436450111
0.48876166343688965,0.0921395244318361,-0.0202628536009653,-0.1997188788413528,3.656195371334321,1.9233385094844095,11.70891184003884
0.49886322021484375,0.0689987435142156,0.0556552435094497,-0.1929875325917724,5.398219930735064,2.544415584074852,9.619656248116884
0.5088775157928467,0.0603721992226784,0.1165137645805942,-0.185240955328894,3.805455498119714,1.7533660283755144,8.255866206988125
0.5187690258026123,0.0284991807965398,0.149834978661643,-0.1827822190284255,3.34814312523054,3.653124114130689,8.03657663487994
0.5288040637969971,-0.0273773059653078,0.2146986611934212,-0.1690910470246795,4.627555626505934,4.922127159937256,6.135107218645239
0.5387871265411377,-0.0212530941938312,0.2419624678136968,-0.1301821332931045,2.3538516092493853,0.2053357866402373,6.663423898787983
0.5488028526306152,0.0288318729225136,0.2272407004939169,-0.0946821805595878,-0.2765421964897669,-2.459364660884712,7.368514036318861
0.5587363243103027,0.0731597606056451,0.2121579670696098,-0.0525515165686134,0.1102752977634257,-2.1543118834987967,7.7495477773634684
0.568749189376831,0.1149914097204208,0.2096235395661766,0.0068429794587668,0.9678812329843476,-1.101382939998569,7.651184629628508
0.5788455009460449,0.1204182690688066,0.193529837941426,0.0597977365792271,-0.2722693486497931,0.2992972343470552,9.230846335233728
0.588925838470459,0.1558808914647624,0.1440943314061152,0.0942442405462738,-3.08233608102043,-0.9769775909006015,9.973697863284888
0.5988261699676514,0.1081419981222884,0.0452666116977817,0.1144188407302376,-8.95015744375516,4.574219162840083,12.775739154600632
0.6088414192199707,0.0476035386471803,-0.1330601929504755,0.0988965544343468,-13.146941199556652,4.329364427371451,15.143854548919911
0.6187775135040283,-0.0218631434155926,-0.2447010392418267,0.0851410615683075,-8.534326072013268,5.696369071942748,12.083117081773288
0.6288237571716309,-0.1056742807637945,-0.2968240482835098,0.0666797670960899,-4.416100622391573,5.650300949617587,11.12891645137057
0.6388351917266846,-0.0935444131032817,-0.3341060955541847,0.052601678991365,-4.3618622208668985,-2.109057035324962,10.067250549512758
0.6488468647003174,0.0099929852293725,-0.3891859962083756,0.0318986109883066,-4.662224717864793,-7.785183482048714,9.766253573175735
0.6587908267974854,0.0785628913658021,-0.3828988355303317,0.0401667940855499,0.8590387308672046,-3.5826953959179293,8.548498882529897
0.6687729358673096,0.0791582577732996,-0.3175530995924095,0.0476765807211872,5.157655280276162,1.2083526047979516,8.365135364996954
0.6788287162780762,0.0509745548047234,-0.2345029084718624,0.0545964229345795,6.244463956385098,1.943350921031312,8.940400894046029
0.688739538192749,0.054338798740454,-0.1591923712659231,0.0685881141067024,5.825346485216623,-0.3034646358112896,8.368916389195673
0.6987690925598145,0.0765976442468748,-0.1049237806985935,0.0771066236734863,3.783713829737146,-1.7700818116373027,7.592023877627862
0.7088346481323242,0.1156483804339129,-0.0883236940969866,0.0837385046720978,0.8961347922453914,-3.022815592529655,7.715779355811319
0.7187485694885254,0.1401488622575541,-0.1051848890201039,0.0841697442770477,-1.089717892776067,-1.8565667995580004,8.113140638710883
0.7288086414337158,0.150908835541887,-0.1253095045086808,0.0772556725383278,-1.7312215008902785,-0.8072180651159013,8.163728717046247
0.7388341426849365,0.1307767612916619,-0.1722947743698833,0.0736652526498314,-3.494713505461485,1.354916970167931,9.363241094892604
0.7487549781799316,0.0930729939653428,-0.2256766899731149,0.0670346606016632,-4.418928092296237,3.4581908290445007,9.89656900025338
0.7588205337524414,-0.0156644940791432,-0.3205256560341209,0.0515731226146694,-9.842163465196634,9.697966055192396,12.06399768189636
0.7687418460845947,-0.1336789374391672,-0.4950716447127863,0.0226226344198461,-14.611719152994995,8.53475651726475,14.263061898055186
0.7788019180297852,-0.1993475192838545,-0.6134004796972288,-0.0161202058702233,-10.60652156648777,6.183187225744974,11.306157497337017
0.7891418933868408,-0.242020933729689,-0.7292676116350196,-0.0552620191633227,-10.289663143045154,3.640732251784111,11.066547576113877
0.7987489700317383,-0.2455431087726751,-0.8294142722497855,-0.0930790838360313,-8.309459067187866,1.2815912144221435,10.717661062170242
0.8088772296905518,-0.2544130142285709,-0.8952336188500044,-0.139625326967192,-3.999550190898748,2.2543088853888165,10.240946740417945
0.8188531398773193,-0.3075108543063317,-0.8518346642144599,-0.1563853335141662,6.501893433661121,6.695588005396822,10.977341518335782
0.8288161754608154,-0.4072441800084657,-0.6598372219750128,-0.1838821333407882,18.50147932799814,10.082673014861342,11.87645442657738
0.8388514518737793,-0.5017810422071474,-0.314888525406194,-0.2367949348449233,29.54969272510921,7.582167641027392,11.38121193030262
0.8488266468048096,-0.4422429607249172,0.1286608334774614,-0.2495324325322631,33.67848454980282,-8.22809391887799,8.740789827235554
0.8588225841522217,-0.1247057357647258,0.5164389002754486,-0.160194174623442,28.2984623478566,-26.544601858922263,5.021823204892378
0.8688497543334961,0.1611231664163983,0.7162167850610651,-0.1146324065088752,8.264101220335464,-21.0811074817334,2.4141032447847124
0.8788011074066162,0.1898843002304527,0.5925775162118136,-0.0188976333051446,-11.686983967238756,-2.0934990197239904,13.503881806534611
